Link,Price,Beds,Bathrooms,Carports,Size,Type
https://www.domain.com.au/51a-bournemouth-crescent-wembley-downs-wa-6019-2017036494,1005000.0,4,2,1,524,House
https://www.domain.com.au/45-karrinyup-road-trigg-wa-6029-2017026766,1005000.0,4,1,2,726,House
https://www.domain.com.au/26-schofield-road-wattle-grove-wa-6107-2017022271,1005000.0,4,2,3,-1,House
https://www.domain.com.au/1-shakespeare-street-leederville-wa-6007-2017015787,1005000.0,3,2,2,380,House
https://www.domain.com.au/76-hampshire-street-east-victoria-park-wa-6101-2017013583,1005000.0,3,2,1,430,House
https://www.domain.com.au/7-thompson-street-north-perth-wa-6006-2016997356,1005000.0,4,2,2,349,House
https://www.domain.com.au/65-strickland-street-swanbourne-wa-6010-2016991171,1005000.0,3,2,1,450,House
https://www.domain.com.au/124a-mary-street-como-wa-6152-2016929333,1005000.0,3,2,3,295,House
https://www.domain.com.au/36-glenlea-drive-helena-valley-wa-6056-2016916673,1005000.0,4,3,4,2032,House
https://www.domain.com.au/13-carnarvon-street-east-victoria-park-wa-6101-2016897216,1005000.0,4,2,4,1004,House
https://www.domain.com.au/249a-coode-street-como-wa-6152-2016812938,1005000.0,3,2,2,270,House
https://www.domain.com.au/3-marlborough-way-quinns-rocks-wa-6030-2016727630,1005000.0,4,2,2,780,House
https://www.domain.com.au/karrinyup-wa-6018-2016699139,1005000.0,4,3,2,-1,House
https://www.domain.com.au/16-simper-street-wembley-wa-6014-2016581514,1005000.0,3,2,2,411,House
https://www.domain.com.au/10-bajada-road-stirling-wa-6021-2014667673,1005000.0,3,1,2,-1,House
https://www.domain.com.au/quinns-rocks-wa-6030-2017185957,1005000.0,3,2,2,804,House
https://www.domain.com.au/46-delgado-parade-iluka-wa-6028-2017184909,1005000.0,4,2,2,510,House
https://www.domain.com.au/77-silver-sands-drive-iluka-wa-6028-2017181257,1005000.0,4,2,2,706,House
https://www.domain.com.au/30-bay-patch-street-east-fremantle-wa-6158-2017165714,1005000.0,5,3,2,368,House
https://www.domain.com.au/5-atoifi-gardens-helena-valley-wa-6056-2017163599,1005000.0,5,2,2,4000,House
https://www.domain.com.au/7-lisa-court-karrinyup-wa-6018-2017162737,1005000.0,4,2,2,773,House
https://www.domain.com.au/194-alice-street-doubleview-wa-6018-2017143482,1005000.0,3,2,2,645,House
https://www.domain.com.au/114-vincent-street-north-perth-wa-6006-2017132702,1005000.0,3,2,1,262,House
https://www.domain.com.au/shelley-wa-6148-2017122280,1005000.0,4,2,2,-1,House
https://www.domain.com.au/8-nankeen-way-gwelup-wa-6018-2017121992,1005000.0,4,2,2,-1,House
https://www.domain.com.au/28-portmarnock-drive-the-vines-wa-6069-2017119915,1005000.0,4,3,2,910,House
https://www.domain.com.au/283-roberts-road-subiaco-wa-6008-2017108561,1005000.0,3,1,2,382,House
https://www.domain.com.au/53-wordsworth-avenue-yokine-wa-6060-2017108508,1005000.0,3,2,2,282,House
https://www.domain.com.au/3161-albany-highway-armadale-wa-6112-2017104356,1005000.0,9,7,8,2400,House
https://www.domain.com.au/7-sandhurst-close-brigadoon-wa-6069-2017102144,1005000.0,5,2,2,-1,House
https://www.domain.com.au/18-sellenger-court-city-beach-wa-6015-2017096050,1005000.0,3,2,2,451,House
https://www.domain.com.au/18-torquay-pass-mindarie-wa-6030-2017093253,1005000.0,4,3,2,371,House
https://www.domain.com.au/shelley-wa-6148-2017083917,1005000.0,4,2,2,-1,House
https://www.domain.com.au/63-ruby-street-north-perth-wa-6006-2017079666,1005000.0,4,2,2,491,House
https://www.domain.com.au/62-kitchener-street-trigg-wa-6029-2017067593,1005000.0,3,2,1,-1,House
https://www.domain.com.au/23-waylen-road-darlington-wa-6070-2017066611,1005000.0,4,2,2,2428,House
https://www.domain.com.au/3-roebuck-drive-salter-point-wa-6152-2017065116,1005000.0,3,1,2,772,House
https://www.domain.com.au/13-lindsay-street-perth-wa-6000-2017063209,1005000.0,3,2,3,262,House
https://www.domain.com.au/215b-westview-street-scarborough-wa-6019-2017061575,1005000.0,3,2,2,-1,House
https://www.domain.com.au/32-federation-street-mount-hawthorn-wa-6016-2017053211,1005000.0,2,1,2,491,House
https://www.domain.com.au/171-daglish-street-wembley-wa-6014-2017050200,1005000.0,2,1,1,645,House
https://www.domain.com.au/7-penzance-terrace-mindarie-wa-6030-2017042042,1005000.0,4,3,2,282,House
https://www.domain.com.au/2-conroy-place-bull-creek-wa-6149-2017038357,1005000.0,4,3,2,754,House
https://www.domain.com.au/16-brie-brie-crescent-kalamunda-wa-6076-2017037554,1005000.0,4,3,3,3514,House
https://www.domain.com.au/70-hastings-street-scarborough-wa-6019-2017031168,1005000.0,3,1,1,1891,House
https://www.domain.com.au/203-railway-road-subiaco-wa-6008-2017029963,1005000.0,2,1,3,250,House
https://www.domain.com.au/12-dacelo-vista-waterford-wa-6152-2017022819,1005000.0,4,3,2,502,House
https://www.domain.com.au/12-kilkenny-circle-waterford-wa-6152-2017022130,1005000.0,4,2,4,800,House
https://www.domain.com.au/beckenham-wa-6107-2016987624,1005000.0,12,4,4,-1,House
https://www.domain.com.au/46-randell-street-perth-wa-6000-2016981625,1005000.0,3,1,1,-1,House
https://www.domain.com.au/sorrento-wa-6020-2016981197,1005000.0,4,2,2,-1,New House &amp; Land
https://www.domain.com.au/16-rainbow-way-gwelup-wa-6018-2016916910,1005000.0,4,2,2,501,House
https://www.domain.com.au/parkin-street-rockingham-wa-6168-2016978316,1005000.0,3,2,14,1012,House
https://www.domain.com.au/23-stoddart-way-bateman-wa-6150-2016964193,1005000.0,4,2,4,769,House
https://www.domain.com.au/41-armadale-crescent-coolbinia-wa-6050-2016952352,1005000.0,3,2,2,888,House
https://www.domain.com.au/2a-fifth-avenue-shoalwater-wa-6169-2016945939,1005000.0,4,2,3,600,House
https://www.domain.com.au/3-17-essex-street-fremantle-wa-6160-2016929422,1005000.0,5,5,1,210,House
https://www.domain.com.au/78-ryrie-avenue-como-wa-6152-2016895147,1005000.0,4,4,8,719,House
https://www.domain.com.au/lot-1533-tba-burns-beach-wa-6028-2016879290,1005000.0,4,2,2,420,House
https://www.domain.com.au/7-carina-loop-ocean-reef-wa-6027-2016879163,1005000.0,4,2,2,701,House
https://www.domain.com.au/22-macaulay-crescent-inglewood-wa-6052-2016878036,1005000.0,4,2,4,-1,House
https://www.domain.com.au/216-holmes-rd-forrestfield-wa-6058-2016844600,1005000.0,4,2,2,10000,House
https://www.domain.com.au/69-monmouth-street-mount-lawley-wa-6050-2016835883,1005000.0,4,2,2,1214,House
https://www.domain.com.au/20a-hope-street-watermans-bay-wa-6020-2016786600,1005000.0,4,2,3,609,House
https://www.domain.com.au/128-homestead-road-gosnells-wa-6110-2016687164,1005000.0,5,2,2,5634,House
https://www.domain.com.au/24-maybach-way-dianella-wa-6059-2016106325,1005000.0,4,2,2,954,House
https://www.domain.com.au/7-ennis-place-ascot-wa-6104-2016029696,1005000.0,6,3,2,819,House
https://www.domain.com.au/24-maybach-way-dianella-wa-6059-2015900505,1005000.0,4,2,2,954,House
https://www.domain.com.au/62-south-street-fremantle-wa-6160-2015766140,1005000.0,6,2,2,350,House
https://www.domain.com.au/6-fullston-way-beaconsfield-wa-6162-2015555705,1005000.0,4,2,2,-1,House
https://www.domain.com.au/220-dampier-avenue-kallaroo-wa-6025-2015431106,1005000.0,5,2,8,966,House
https://www.domain.com.au/6-214-wharf-street-queens-park-wa-6107-2015336254,1005000.0,3,2,2,1832,House
https://www.domain.com.au/6-alexander-road-rivervale-wa-6103-2015213995,1005000.0,4,2,4,4282,House
https://www.domain.com.au/6-repatriation-road-pickering-brook-wa-6076-2015133080,1005000.0,4,1,3,18500,House
https://www.domain.com.au/40b-glenelg-ave-wembley-downs-wa-6019-2014688370,1005000.0,4,2,4,540,House
https://www.domain.com.au/15-tokay-lane-the-vines-wa-6069-2017186331,1005000.0,4,2,2,4047,House
https://www.domain.com.au/6-macbean-place-duncraig-wa-6023-2017177038,1005000.0,4,2,2,739,House
https://www.domain.com.au/7-epping-grove-kallaroo-wa-6025-2017176587,1005000.0,4,2,5,909,House
https://www.domain.com.au/76-belmont-road-kenwick-wa-6107-2017171752,1005000.0,3,1,4,4055,House
https://www.domain.com.au/67-grantham-street-wembley-wa-6014-2017164250,1005000.0,3,2,3,874,House
https://www.domain.com.au/78-spencer-avenue-yokine-wa-6060-2017162581,1005000.0,3,1,1,916,House
https://www.domain.com.au/18-gladman-way-karrinyup-wa-6018-2017161790,1005000.0,4,2,2,821,House
https://www.domain.com.au/57-challenger-avenue-manning-wa-6152-2017161465,1005000.0,3,1,1,837,House
https://www.domain.com.au/96-orsino-boulevard-north-coogee-wa-6163-2017156018,1005000.0,3,2,2,290,House
https://www.domain.com.au/5b-sergeant-road-melville-wa-6156-2017155353,1005000.0,3,2,2,-1,House
https://www.domain.com.au/3-tower-road-roleystone-wa-6111-2017146553,1005000.0,4,3,2,19100,House
https://www.domain.com.au/54-aldridge-road-booragoon-wa-6154-2017142322,1005000.0,4,2,3,-1,House
https://www.domain.com.au/19a-hislop-road-attadale-wa-6156-2017140414,1005000.0,4,2,2,354,House
https://www.domain.com.au/48-lawler-street-south-perth-wa-6151-2017129177,1005000.0,3,2,2,-1,House
https://www.domain.com.au/winthrop-wa-6150-2017124137,1005000.0,5,3,2,702,House
https://www.domain.com.au/169b-riseley-street-booragoon-wa-6154-2017123165,1005000.0,4,2,2,368,House
https://www.domain.com.au/57-oxcliffe-road-doubleview-wa-6018-2017122555,1005000.0,3,1,2,782,House
https://www.domain.com.au/13-lucca-street-churchlands-wa-6018-2017121430,1005000.0,4,2,2,823,House
https://www.domain.com.au/58-harvey-street-burswood-wa-6100-2017120178,1005000.0,3,2,2,620,House
https://www.domain.com.au/422-summerlakes-parade-ballajura-wa-6066-2017100254,1005000.0,5,3,3,803,House
https://www.domain.com.au/5-allerton-way-booragoon-wa-6154-2017082058,1005000.0,5,3,1,735,House
https://www.domain.com.au/77-douglas-avenue-south-perth-wa-6151-2017074474,1005000.0,3,2,2,-1,House
https://www.domain.com.au/316-boulonnais-dr-brigadoon-wa-6069-2017071056,1005000.0,4,2,2,-1,House
https://www.domain.com.au/10-glen-iris-drive-jandakot-wa-6164-2017069004,1005000.0,5,2,2,1066,House
https://www.domain.com.au/18-samson-street-fremantle-wa-6160-2017067616,1005000.0,4,3,2,678,House
https://www.domain.com.au/24-lillico-avenue-burns-beach-wa-6028-2017051382,1005000.0,4,2,2,509,House
https://www.domain.com.au/19-sottogrande-view-connolly-wa-6027-2017050890,1005000.0,4,3,2,766,House
https://www.domain.com.au/205a-riseley-street-booragoon-wa-6154-2017020788,1005000.0,4,3,2,380,House
https://www.domain.com.au/5-woollcott-avenue-west-swan-wa-6055-2017013070,1005000.0,3,2,1,4511,House
https://www.domain.com.au/21-josephine-crescent-kalamunda-wa-6076-2017006367,1005000.0,4,2,4,2226,House
https://www.domain.com.au/5-picotee-mews-coogee-wa-6166-2017000450,1005000.0,4,3,2,571,House
https://www.domain.com.au/6-bowman-court-kardinya-wa-6163-2016993020,1005000.0,6,3,3,-1,House
https://www.domain.com.au/17a-raleigh-road-sorrento-wa-6020-2016970472,1005000.0,4,2,2,542,House
https://www.domain.com.au/30-hyland-street-bassendean-wa-6054-2016658922,1005000.0,3,2,2,-1,House
https://www.domain.com.au/willetton-wa-6155-2016831437,1005000.0,4,2,5,-1,House
https://www.domain.com.au/51d-tain-street-applecross-wa-6153-2016760451,1005000.0,3,2,2,-1,House
https://www.domain.com.au/57-mckimmie-road-palmyra-wa-6157-2016752789,1005000.0,4,2,2,-1,House
https://www.domain.com.au/33-ocean-shores-edge-connolly-wa-6027-2016684569,1005000.0,3,2,3,607,House
https://www.domain.com.au/51-tain-street-applecross-wa-6153-2016413582,1005000.0,4,2,2,-1,House
https://www.domain.com.au/181-lockhart-street-como-wa-6152-2016240117,1005000.0,3,2,1,650,House
https://www.domain.com.au/35-woolwich-street-west-leederville-wa-6007-2016172151,1005000.0,3,2,2,293,House
https://www.domain.com.au/47-arabella-loop-north-coogee-wa-6163-2016110345,1005000.0,4,2,2,-1,House
https://www.domain.com.au/51a-northstead-street-scarborough-wa-6019-2016031908,1005000.0,4,3,2,355,House
https://www.domain.com.au/124a-mary-street-como-wa-6152-2016929333?topspot=1,1015000.0,3,2,3,295,House
https://www.domain.com.au/72-lot-2-riseley-street-ardross-wa-6153-2017107367,1015000.0,4,2,2,390,New House &amp; Land
https://www.domain.com.au/33a-britannia-road-leederville-wa-6007-2017062333,1025000.0,3,2,2,313,House
https://www.domain.com.au/gwelup-wa-6018-2017073401,1025000.0,4,2,2,-1,House
https://www.domain.com.au/15-pelham-gardens-canning-vale-wa-6155-2017018652,1025000.0,5,3,2,601,House
https://www.domain.com.au/60-kowin-court-cardup-wa-6122-2016897635,1025000.0,4,2,2,4047,New House &amp; Land
https://www.domain.com.au/28-rosebery-st-bayswater-wa-6053-2017173339,1025000.0,3,1,2,954,House
https://www.domain.com.au/18-tyne-crescent-wanneroo-wa-6065-2017104839,1025000.0,4,2,2,602,House
https://www.domain.com.au/1-marsh-avenue-manning-wa-6152-2017129680,1035000.0,5,2,4,510,House
https://www.domain.com.au/mosman-park-wa-6012-2016989599,1035000.0,4,2,2,-1,New House &amp; Land
https://www.domain.com.au/75-edinboro-street-mount-hawthorn-wa-6016-2017187842,1045000.0,2,1,1,445,House
https://www.domain.com.au/605-mcdowell-loop-parkerville-wa-6081-2017166650,1045000.0,3,1,6,20700,House
https://www.domain.com.au/27-dunbar-way-canning-vale-wa-6155-2017145138,1045000.0,4,3,2,617,House
https://www.domain.com.au/9-rosebery-street-bayswater-wa-6053-2017185611,1045000.0,3,1,3,-1,House
https://www.domain.com.au/4-70-gairloch-street-applecross-wa-6153-2017106664,1045000.0,3,3,2,200,House
https://www.domain.com.au/2a-swanson-way-ocean-reef-wa-6027-2017051331,1045000.0,4,2,2,416,House
https://www.domain.com.au/8b-hawkins-avenue-sorrento-wa-6020-2017050196,1045000.0,3,2,2,745,House
https://www.domain.com.au/c-35-nautilus-crescent-scarborough-wa-6019-2017145610,1045000.0,3,3,2,-1,House
https://www.domain.com.au/scarborough-wa-6019-2016584869,1045000.0,3,3,2,-1,New House &amp; Land
https://www.domain.com.au/59-cale-street-como-wa-6152-2017129123,1045000.0,4,2,4,400,House
https://www.domain.com.au/lot-215-napoleon-parade-north-coogee-wa-6163-2017111908,1045000.0,4,3,2,225,New House &amp; Land
https://www.domain.com.au/20-brisbane-terrace-perth-wa-6000-2017086298,1045000.0,3,1,1,304,House
https://www.domain.com.au/8-eton-street-north-perth-wa-6006-2017080920,1045000.0,2,1,2,562,House
https://www.domain.com.au/7-salisbury-avenue-south-perth-wa-6151-2017036391,1045000.0,3,2,4,-1,House
https://www.domain.com.au/6a-burroughs-road-karrinyup-wa-6018-2017031639,1045000.0,3,2,2,415,House
https://www.domain.com.au/3-ivory-way-mindarie-wa-6030-2017015791,1045000.0,4,2,2,608,House
https://www.domain.com.au/44-honey-road-forrestfield-wa-6058-2016964859,1045000.0,5,3,2,-1,House
https://www.domain.com.au/152-ocean-drive-quinns-rocks-wa-6030-2016852876,1045000.0,5,3,2,926,House
https://www.domain.com.au/lot-809-26-the-rise-gwelup-wa-6018-2016733365,1045000.0,5,2,2,470,New House &amp; Land
https://www.domain.com.au/3-park-street-trigg-wa-6029-2016430993,1045000.0,3,2,2,443,House
https://www.domain.com.au/6-wittenoom-street-east-perth-wa-6004-2016413454,1045000.0,5,2,2,142,House
https://www.domain.com.au/9-pilling-place-beaconsfield-wa-6162-2015351134,1045000.0,5,3,4,756,House
https://www.domain.com.au/3b-park-street-como-wa-6152-2017182069,1045000.0,3,2,2,506,House
https://www.domain.com.au/ardross-wa-6153-2017161345,1045000.0,4,2,2,-1,House
https://www.domain.com.au/16-tralee-way-waterford-wa-6152-2017099740,1045000.0,3,2,2,727,House
https://www.domain.com.au/43-pantheon-avenue-north-coogee-wa-6163-2017063584,1045000.0,4,2,2,301,House
https://www.domain.com.au/12-240-burke-drive-attadale-wa-6156-2017018352,1045000.0,3,2,2,299,House
https://www.domain.com.au/76-meadowbrook-boulevard-dianella-wa-6059-2016985357,1045000.0,4,4,4,664,House
https://www.domain.com.au/5-telowie-avenue-burns-beach-wa-6028-2016973136,1045000.0,4,2,2,-1,House
https://www.domain.com.au/31-mccallum-crescent-ardross-wa-6153-2016957321,1045000.0,4,2,3,563,House
https://www.domain.com.au/1673-mandurah-road-baldivis-wa-6171-2016853962,1045000.0,5,3,2,-1,House
https://www.domain.com.au/109-bennett-drive-canning-vale-wa-6155-2016692725,1045000.0,5,2,2,686,House
https://www.domain.com.au/19-coolgardie-street-subiaco-wa-6008-2016515277,1045000.0,2,2,2,374,House
https://www.domain.com.au/wembley-downs-wa-6019-2017108744,1055000.0,4,2,2,-1,New House &amp; Land
https://www.domain.com.au/1-sonia-street-scarborough-wa-6019-2017034754,1055000.0,3,2,2,-1,House
https://www.domain.com.au/39-malindi-street-willetton-wa-6155-2017177973,1055000.0,4,2,2,812,House
https://www.domain.com.au/lot-213-napoleon-parade-north-coogee-wa-6163-2017111915,1055000.0,4,3,2,319,New House &amp; Land
https://www.domain.com.au/60-marlee-road-parklands-wa-6180-2017145307,1065000.0,6,2,3,20000,House
https://www.domain.com.au/6-westbury-road-south-perth-wa-6151-2017016236,1065000.0,3,1,1,440,House
https://www.domain.com.au/9-mackerel-court-sorrento-wa-6020-2017105785,1075000.0,4,2,2,411,House
https://www.domain.com.au/mosman-park-wa-6012-2017169982,1075000.0,4,2,2,-1,New House &amp; Land
https://www.domain.com.au/waterford-wa-6152-2017154719,1075000.0,5,2,2,-1,New House &amp; Land
https://www.domain.com.au/b-6-hall-street-karrinyup-wa-6018-2017160222,1075000.0,4,3,2,260,House
https://www.domain.com.au/25-marlock-way-parklands-wa-6180-2017014163,1075000.0,5,3,2,-1,House
https://www.domain.com.au/11-kaliman-bend-harrisdale-wa-6112-2017108602,1075000.0,7,3,2,612,House
https://www.domain.com.au/578-rockingham-road-munster-wa-6166-2015621748,1075000.0,5,3,2,-1,House
https://www.domain.com.au/117-oakover-road-herne-hill-wa-6056-2017183350,1085000.0,4,2,2,21100,House
https://www.domain.com.au/alfred-cove-wa-6154-2017106801,1085000.0,3,2,2,508,New House &amp; Land
https://www.domain.com.au/19-vista-grove-mount-nasura-wa-6112-2017049416,1085000.0,6,3,7,1694,House
https://www.domain.com.au/5-osborne-road-east-fremantle-wa-6158-2016530901,1085000.0,4,2,2,-1,House
https://www.domain.com.au/17-adelaide-crescent-helena-valley-wa-6056-2015661300,1085000.0,6,3,2,-1,House
https://www.domain.com.au/13a-nautilus-crescent-scarborough-wa-6019-2017130492?topspot=1,1095000.0,3,3,2,244,House
https://www.domain.com.au/9a-beverley-terrace-south-guildford-wa-6055-2017175300,1095000.0,4,2,2,1266,House
https://www.domain.com.au/107-whitfield-street-bassendean-wa-6054-2017160949,1095000.0,5,2,2,1012,House
https://www.domain.com.au/50-clement-drive-karrinyup-wa-6018-2017138168,1095000.0,4,2,2,809,House
https://www.domain.com.au/8b-john-street-north-fremantle-wa-6159-2017132823,1095000.0,3,2,2,250,House
https://www.domain.com.au/194b-newborough-street-karrinyup-wa-6018-2017152088,1095000.0,3,2,2,364,House
https://www.domain.com.au/17-saw-drive-darlington-wa-6070-2017150589,1095000.0,4,2,6,2277,House
https://www.domain.com.au/13a-nautilus-crescent-scarborough-wa-6019-2017130492,1095000.0,3,3,2,244,House
https://www.domain.com.au/6-mofflin-avenue-darlington-wa-6070-2017051042,1095000.0,3,2,2,2560,House
https://www.domain.com.au/14-volante-elbow-ocean-reef-wa-6027-2017067040,1095000.0,4,2,2,715,House
https://www.domain.com.au/woodlands-wa-6018-2017089867,1095000.0,5,2,2,-1,New House &amp; Land
https://www.domain.com.au/4-mystic-elbow-atwell-wa-6164-2017175003,1095000.0,4,2,2,1155,House
https://www.domain.com.au/2a-long-st-beaconsfield-wa-6162-2017165226,1095000.0,3,2,2,400,House
https://www.domain.com.au/39-spinnaker-heights-yangebup-wa-6164-2017159453,1095000.0,4,2,2,357,House
https://www.domain.com.au/154a-york-street-subiaco-wa-6008-2017147445,1095000.0,2,2,2,-1,House
https://www.domain.com.au/146-alice-street-doubleview-wa-6018-2017122191,1095000.0,4,3,2,645,House
https://www.domain.com.au/12-lawley-street-west-perth-wa-6005-2017115859,1095000.0,4,2,3,496,House
https://www.domain.com.au/32-weydale-street-doubleview-wa-6018-2017061520,1095000.0,3,1,1,774,House
https://www.domain.com.au/40-stanley-street-mount-lawley-wa-6050-2017060954,1095000.0,4,2,5,-1,House
https://www.domain.com.au/237-roberts-road-subiaco-wa-6008-2017017863,1095000.0,2,1,3,406,House
https://www.domain.com.au/83-harborne-street-wembley-wa-6014-2016949109,1095000.0,3,1,3,653,House
https://www.domain.com.au/5-wildwood-heights-leeming-wa-6149-2017173982,1095000.0,4,2,5,911,House
https://www.domain.com.au/11-templetonia-avenue-sorrento-wa-6020-2017147813,1095000.0,4,3,2,809,House
https://www.domain.com.au/48-ocean-drive-quinns-rocks-wa-6030-2017142311,1095000.0,4,2,2,764,House
https://www.domain.com.au/1-gibraltar-way-mindarie-wa-6030-2017136475,1095000.0,4,3,2,-1,House
https://www.domain.com.au/144-richmond-street-leederville-wa-6007-2017136415,1095000.0,4,2,2,443,House
https://www.domain.com.au/21-brora-grove-boya-wa-6056-2017114172,1095000.0,4,2,2,2003,House
https://www.domain.com.au/45-ridge-hill-road-maida-vale-wa-6057-2017065221,1095000.0,5,2,2,4000,House
https://www.domain.com.au/21-hugo-street-stirling-wa-6021-2017041304,1095000.0,4,1,1,1113,House
https://www.domain.com.au/7-calder-way-atwell-wa-6164-2017040764,1095000.0,5,2,2,2002,House
https://www.domain.com.au/19-jewell-parade-north-fremantle-wa-6159-2017038259,1095000.0,2,1,2,384,House
https://www.domain.com.au/50-kanimbla-road-nedlands-wa-6009-2017034416,1095000.0,3,2,2,295,House
https://www.domain.com.au/76-william-street-herne-hill-wa-6056-2017028829,1095000.0,5,2,3,42700,House
https://www.domain.com.au/3-2-marlow-street-wembley-wa-6014-2017026019,1095000.0,3,2,2,220,House
https://www.domain.com.au/20-dodd-road-bickley-wa-6076-2016524586,1095000.0,3,2,3,-1,House
https://www.domain.com.au/18-grebe-street-stirling-wa-6021-2017000259,1095000.0,3,3,3,-1,House
https://www.domain.com.au/2b-drew-road-ardross-wa-6153-2016953346,1095000.0,3,2,2,350,House
https://www.domain.com.au/25-tully-road-east-perth-wa-6004-2016921489,1095000.0,3,2,2,181,House
https://www.domain.com.au/7-cotula-way-canning-vale-wa-6155-2016663102,1095000.0,5,2,9,750,House
https://www.domain.com.au/7-barrisdale-road-ardross-wa-6153-2014211784,1095000.0,3,3,3,451,House
https://www.domain.com.au/lot-105-sicillia-place-balcatta-wa-6021-2017183488,1095000.0,4,2,2,466,House
https://www.domain.com.au/64-bedford-road-ardross-wa-6153-2017181383,1095000.0,4,2,1,728,House
https://www.domain.com.au/2a-letchworth-centre-avenue-salter-point-wa-6152-2017145507,1095000.0,4,2,2,769,House
https://www.domain.com.au/5-the-vista-gooseberry-hill-wa-6076-2017144954,1095000.0,4,2,2,2980,House
https://www.domain.com.au/7-pickering-way-booragoon-wa-6154-2017142881,1095000.0,4,3,2,576,House
https://www.domain.com.au/14-burrill-turn-burns-beach-wa-6028-2017142778,1095000.0,4,2,2,593,House
https://www.domain.com.au/30-melrose-street-leederville-wa-6007-2017136074,1095000.0,3,1,1,546,House
https://www.domain.com.au/12-eora-creek-terrace-dianella-wa-6059-2017135190,1095000.0,4,2,3,662,House
https://www.domain.com.au/11-parker-place-winthrop-wa-6150-2017125790,1095000.0,4,2,2,707,House
https://www.domain.com.au/14-davilak-street-como-wa-6152-2015454885,1095000.0,4,4,4,558,House
https://www.domain.com.au/a-57-kempenfeldt-ave-sorrento-wa-6020-2017118558,1095000.0,4,3,4,-1,House
https://www.domain.com.au/21-caledonia-loop-north-coogee-wa-6163-2017104445,1095000.0,3,2,2,210,House
